Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,CreditCard,Securities Account,CD Account,Online,Personal Loan
45,28,43.40609787752933,93406,1,1.0727934145263025,1,0,0,1,0,0,0
59,15,83.73806779097805,89822,3,1.6944381757950384,1,0,0,1,0,1,0
28,25,15.282442883299016,93638,1,0.22971843873419306,1,0,0,0,0,0,0
24,3,114.58972604856471,90147,4,2.0981497705852328,1,0,0,0,0,0,0
36,25,49.93206301552189,92045,2,2.1203705695852038,2,0,0,1,0,0,0
43,8,47.071898456691144,95051,1,1.7687050860104452,1,167,0,1,0,0,0
58,35,73.51382132001854,92218,2,2.425699544370717,1,102,0,0,0,1,0
53,20,38.9188183214152,94211,1,0.7217674738341833,1,0,0,0,0,1,0
39,17,51.768936085580215,95311,3,0.9171180053933718,1,0,1,0,0,1,0
41,16,132.24543273033888,94469,1,3.988521795793875,1,164,0,0,0,1,0
45,30,65.7098856721233,94428,4,1.465038066214488,1,174,0,0,0,1,0
46,26,42.82192536645714,92056,2,1.1037028745386466,1,0,0,1,0,1,0
49,28,89.98030312130376,94931,2,2.204294877109052,1,0,1,0,0,1,0
37,24,110.3221309251158,94076,1,1.845615696647776,1,0,0,0,0,0,0
47,18,50.007729553031275,94247,4,0.09776529472480044,1,0,0,0,0,0,0
36,21,123.52579388835346,92164,2,5.145127356607034,3,290,0,1,1,1,1
44,20,106.14329495468516,94762,1,1.4311930625912015,1,0,1,0,0,0,0
60,20,80.89327316912846,90082,1,1.6526241975402782,1,0,0,0,0,0,0
33,8,57.47445482396372,95254,2,1.52996058721076,1,0,0,0,0,1,0
44,27,38.51737624515273,89988,1,1.5336447074607795,2,0,0,0,0,1,0
55,36,-1.2644684467880793,94732,1,0.5077119860723027,1,0,0,0,0,1,0
33,38,47.92294690393442,89995,1,0.189116504347822,3,0,0,0,0,0,0
46,35,71.49043743844027,94606,4,0.5829743029824475,1,0,1,0,0,1,0
50,40,41.085009070285565,89944,3,1.1944926754867802,2,0,0,0,0,0,0
30,13,35.15950642719459,94512,3,1.7364988121194518,2,0,0,0,0,0,0
55,33,17.790051328219263,94653,4,1.9302723087877713,3,0,1,0,0,1,0
38,29,47.09644062940106,92330,2,2.264656100819337,2,0,0,0,0,0,0
49,27,112.22813548935979,90506,3,5.031605329753811,1,260,0,0,0,1,1
43,1,79.34704474110573,91977,1,1.3148693431807472,1,0,0,1,0,0,0
41,32,158.28947856595548,93019,2,1.6361651860924216,3,103,0,0,0,0,0
51,43,15.336042828146084,94716,3,0.2563053696945514,3,109,0,0,0,0,0
46,5,78.07345877325594,92124,4,0.08632731999737242,3,0,0,0,0,0,0
44,34,56.13509431021195,90007,3,2.6676160611782946,3,145,0,0,1,1,0
31,22,78.79058862799968,91216,2,2.314460603800335,1,0,1,0,0,1,0
59,17,26.15940469019713,90311,3,0.7297672953207348,2,0,0,0,0,0,0
42,16,40.28193880218202,91987,3,1.6449448471813484,3,117,1,1,1,1,0
41,15,132.37095034180786,90228,2,1.7092436134401012,1,0,0,1,0,0,0
57,33,31.826934728601795,94173,4,0.6726287021293962,2,0,1,0,0,0,0
