Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,CreditCard,Securities Account,CD Account,Online,Personal Loan
63,18,34.12668622379496,92215,2,0.0596395468427906,1,0,0,1,0,0,0
32,38,52.38896444120049,91839,1,1.7185592319532437,1,168,0,1,0,0,0
46,2,45.120132036957244,94495,4,1.8643339811482749,3,0,0,0,0,0,0
56,21,81.58160722141722,90180,3,2.143919327217093,2,0,0,0,0,0,0
27,7,54.83515347863048,94741,1,0.9332880133891954,1,0,1,0,0,1,0
52,24,43.85786793070432,94526,4,3.89315157101442,3,0,0,0,0,0,1
37,29,37.19707880899682,91168,2,3.1130418902126733,3,98,0,0,0,1,0
46,32,171.92127850645832,92144,1,4.119685215467257,1,435,0,0,0,1,1
27,7,118.03635553174566,92278,2,1.994688382362134,1,150,1,1,1,1,0
43,17,35.24957722256434,91921,3,2.368018473952764,1,0,1,1,1,1,0
33,26,12.007400366684301,94144,1,1.4704973430544497,1,0,0,0,0,0,0
41,16,151.82684864392385,90184,2,3.127117741125187,3,0,1,0,0,1,0
41,3,97.77789770616286,89751,3,8.889558471484056,2,0,0,0,0,0,1
50,26,63.67520611462818,94355,3,0.7377660803721406,2,0,1,1,1,1,0
58,21,51.838022873700965,94231,4,2.5737453498722234,2,0,1,0,1,1,0
35,21,61.4040871774637,94633,3,0.5942218391511629,2,0,1,0,0,0,0
43,20,24.646333045631017,94634,2,0.22191072347510477,3,159,0,0,0,0,1
26,1,165.9413960522551,94082,3,2.4114961497191043,3,146,1,0,0,0,1
26,3,47.45205430312456,94255,4,1.7650415942388582,1,0,0,0,0,1,0
33,31,36.32637451283612,94622,4,0.10722530205827696,1,0,0,0,0,0,0
46,36,57.9102506232022,92218,4,2.8046604427666844,2,0,0,0,0,1,0
50,39,17.049250831949976,94598,3,1.839248469981552,1,94,1,1,1,0,1
26,30,44.93201648163573,94574,1,3.12926772620862,1,0,0,0,0,1,0
40,20,190.01585280497383,94770,3,1.7179869697280767,2,0,0,0,0,0,1
50,32,47.66402535136352,92961,4,1.6318268557316258,2,161,1,0,0,0,0
61,7,95.03675691571888,94578,4,2.6642046654219964,2,0,1,0,0,0,0
54,27,39.22256712014789,94747,1,1.553481736760081,3,94,0,0,0,1,0
34,26,30.404057961496576,92313,2,0.2833192805501523,3,104,0,1,0,0,0
47,23,62.77301551039359,92349,2,0.30404420992345726,2,0,0,0,0,0,0
33,26,178.89152051770512,94313,1,1.1900424356165868,1,134,1,0,0,1,0
31,30,104.54306222565094,95492,3,2.4511702966605387,1,0,0,0,0,0,0
54,35,15.662811424574235,91355,3,0.849380067192731,3,0,0,0,0,0,0
60,22,16.242843340496655,92211,4,0.1571915501485628,3,117,0,1,0,0,0
28,3,110.20767207750869,94147,1,3.3922263473140903,1,436,0,0,0,1,0
35,22,94.10471984821767,93827,1,0.1142683866747134,1,0,0,0,0,0,0
36,34,7.292946414263351,90945,3,0.13794128183848775,1,88,0,0,0,0,0
35,23,110.10823119866265,94431,1,1.5869851958939716,1,0,0,0,0,1,0
48,10,48.068205087755864,95713,3,2.773293825332718,3,0,0,0,0,1,0
21,1,41.364232320545554,94706,1,1.8516468342603623,2,0,0,0,0,0,0
28,12,23.420648855504673,94769,4,0.06035046410709377,3,0,0,0,0,0,1
27,9,117.3912217619963,94677,3,6.202452595574337,1,299,1,0,0,0,0
50,34,14.770491497716401,94768,1,0.12667110792285086,3,108,1,0,0,0,0
60,37,30.181096971883093,94522,4,1.4304694151086008,2,0,0,0,0,1,0
31,5,88.76051797838234,94583,2,1.9370942248279883,1,0,0,0,0,1,0
56,37,51.47592362940357,94581,1,0.5323437074497406,3,141,0,0,0,1,0
27,23,33.69505950372784,95107,1,0.13148383113425366,3,96,0,0,0,0,0
58,18,61.965920275764795,95683,4,2.4767418973303945,1,0,0,0,0,1,0
57,25,67.78399093059011,94876,4,0.17736578675293568,3,150,0,0,0,1,0
49,6,113.84903910819108,90051,3,2.6841974035514125,3,0,0,0,0,1,0
34,26,146.79714475595998,93507,1,1.4504580071668554,1,0,0,0,0,0,0
45,24,82.69824014518805,92389,4,0.131447212387503,1,0,0,1,1,1,0
55,35,136.53669019861061,94710,2,2.471361552152708,1,0,1,0,0,0,0
51,38,25.149374472903645,92296,3,0.6471752472953634,3,115,0,1,0,1,0
48,23,85.56093288970972,94375,1,0.03656161392460566,1,99,0,0,0,0,0
46,35,17.70620108338298,95507,3,0.7797948819589477,2,129,1,0,0,0,0
58,33,149.2967523321425,94873,3,1.980358795419698,2,0,0,0,0,0,1
43,21,85.8948657726295,94180,1,2.042933048827339,1,0,0,0,0,1,0
50,35,24.619476275231378,94327,1,0.5991668618795545,1,124,0,0,0,1,0
54,11,41.69600723417184,94428,3,0.6634759609157943,2,0,0,0,0,1,0
49,17,112.68161966532847,91963,1,1.8971053808055602,2,0,0,1,0,0,1
25,2,49.781353245275554,96136,3,1.0550865504811444,1,0,0,0,0,0,0
27,25,100.47501025653423,90004,1,2.483440282090923,2,0,0,0,0,0,1
40,26,11.0888004179431,93965,2,0.34848097067256845,1,0,0,0,0,0,0
27,5,46.778111608469274,90832,1,1.7393965232486228,3,172,0,0,0,1,0
37,14,56.157127117171534,95092,1,0.08479465358491578,1,136,0,0,0,0,0
57,39,6.0601703848116415,94322,4,0.13472753215243793,3,0,1,0,0,1,0
59,36,82.59938165432135,94455,4,1.6537804543182664,1,0,0,0,0,0,0
57,35,40.31312219706015,92757,4,1.553803077315218,1,0,0,0,0,0,0
56,39,17.881142229833312,89928,1,0.20282719612317734,2,0,0,1,1,1,0
42,33,12.44055170342007,91356,3,0.5770346680386724,1,108,0,0,0,1,0
50,16,79.97607321000889,95459,1,1.4617892953471974,2,0,0,0,0,1,0
28,18,97.58963901035807,94938,1,0.4004100480918036,1,167,1,0,0,0,0
58,13,52.076769434095496,92063,4,1.7268685443474392,2,163,0,0,0,1,0
34,5,11.608411757902763,90269,3,0.8233145825059298,3,98,1,0,0,1,0
32,35,30.03395804450837,93974,1,0.11655969916198927,1,0,0,0,0,0,0
43,39,94.18757288681228,90176,1,0.18127889859258328,1,0,0,0,0,0,0
55,36,76.66371560811857,94256,1,1.5458262007419719,3,0,0,0,0,1,0
57,16,30.783037132887138,90068,4,0.1513781086671211,3,108,0,0,0,1,0
41,15,54.05245106925671,93736,1,1.8050983194843644,2,0,0,0,0,0,0
28,23,15.888294701555905,91234,4,0.1044592053133806,3,88,0,0,0,1,0
28,20,19.575846694891613,93868,1,0.41042022668479117,1,0,0,0,0,1,0
59,7,23.08534853775004,94848,4,0.7935789891117118,2,0,0,0,0,1,0
56,12,72.0421630842215,94071,3,2.1922356457780383,2,0,0,0,0,1,0
61,35,58.51470849215235,94172,4,1.598459634386709,3,0,0,0,0,1,0
59,12,51.48525581394986,92196,3,1.966926953049489,1,0,0,0,0,1,0
32,23,72.9879560066321,94722,4,2.6850638742335526,2,92,0,0,0,0,0
55,34,20.764477340004444,94212,2,0.14639756749522648,1,0,0,0,0,0,0
44,12,134.48593327787376,89846,1,2.0344988970894806,1,0,0,0,0,0,0
46,32,47.93168115469691,95354,3,1.8697537375146709,3,0,0,0,0,1,0
44,35,78.46562388554597,91980,3,2.3252161530220694,3,0,0,0,0,1,0
47,13,172.47464991047573,92479,2,1.5458148999093546,1,0,0,1,0,1,0
40,11,72.15664230893303,95529,3,2.095045438438809,2,0,0,0,0,0,1
46,22,53.22426747755429,94482,3,0.149694239308239,1,0,0,0,0,0,0
32,1,17.15043623894806,91425,2,1.3971952847044276,3,0,0,0,0,0,0
29,30,33.62670717342703,92319,2,0.1678330593848687,2,105,0,0,0,1,0
53,5,22.69440756382641,90209,2,0.19884011477925534,1,0,0,1,0,0,0
58,27,22.14394908759156,94356,1,0.25449389688893786,1,0,0,0,0,0,0
38,30,22.056309835016787,95198,1,1.3015733977611577,1,110,1,0,0,0,0
53,43,29.663978547635843,95260,4,0.7470884445962451,3,103,0,0,0,0,0
38,29,29.896560739310022,92839,2,0.11127259290883251,3,110,0,0,0,1,0
32,16,140.29005310802432,94414,1,4.590758709999228,1,372,0,0,0,0,0
29,26,30.055767020088407,94556,1,0.0028651295239561225,1,192,1,0,0,1,0
28,25,69.20449995627399,91996,1,2.5550484824276216,1,0,0,1,0,1,0
56,36,30.59276651815832,94324,2,0.7227725181337352,1,0,0,0,0,0,0
33,22,161.31473458016313,94627,2,3.668092697306851,1,158,0,0,0,1,0
45,12,37.132873865705236,92140,3,2.5280632599914723,3,112,0,0,0,1,0
55,18,87.94076872828558,93876,4,1.648487692274815,1,0,0,0,0,0,0
58,33,49.849781915801536,94796,2,0.9481333720364147,1,0,0,0,0,1,0
50,15,49.32289381047647,92210,2,2.4999483876453814,3,270,0,1,0,0,0
50,27,37.49306351767175,90307,3,1.4141988897454851,3,0,0,0,0,1,1
37,6,51.11708091076359,94454,2,1.975457642942743,1,0,1,0,0,0,0
44,27,101.8086652797571,93937,4,0.26364034303651573,1,0,1,0,0,0,0
46,14,166.37824400444177,94133,1,4.7613981758741435,3,0,1,0,1,1,1
61,15,63.29029179098397,94082,1,0.27412481547382384,1,0,0,0,0,1,0
37,26,17.09161185983948,91194,3,0.7813787750133632,3,117,0,0,0,0,0
44,23,81.95870051260856,90422,3,0.2789564359948209,1,0,0,0,0,0,0
51,36,91.20756257128089,92134,2,2.3221695444075254,3,0,0,0,0,0,0
47,15,67.76273577410579,94464,1,1.6060185993380043,1,0,1,1,0,0,0
57,34,34.86816170120751,94065,3,1.3868877353587274,3,123,0,0,0,1,0
40,28,36.617954669634,93848,1,0.16370944388693465,1,0,0,0,0,1,0
28,15,32.483266386295654,94218,3,6.978254246118078,2,0,0,0,0,1,1
61,7,70.68536539906862,90131,3,2.67579728941574,2,0,0,1,0,1,0
36,6,87.5266943795793,94257,4,0.16456863012573075,2,0,0,1,0,0,0
35,2,73.64052126797644,92013,4,0.7898344341972559,2,180,0,0,0,0,0
48,44,28.25905297200139,91465,4,0.8517881281736046,2,0,1,0,0,0,0
31,32,158.93526172640844,94889,2,7.034971249348029,1,0,0,1,0,0,0
26,22,180.58121539749402,95208,3,3.0825188836415993,1,0,0,0,0,0,0
29,31,58.75845911750655,94211,1,0.80201928245984,2,132,1,0,0,0,0
29,20,144.93006439520383,92192,2,0.41922085645543605,3,294,1,0,1,1,1
56,13,32.582027374561356,95151,4,1.3716935301299418,2,0,0,0,0,0,0
50,40,76.55874920279125,92080,2,0.5410790140792918,1,147,0,1,0,1,0
39,20,108.860724783107,91805,4,0.34439624178969797,3,0,1,0,0,0,0
44,11,35.280375609390276,95320,3,1.8738622649401915,2,0,0,0,0,1,1
51,18,127.58819384615168,90037,1,2.1466614712856376,1,0,1,0,0,1,0
34,10,66.38544169538181,91894,4,2.436561269689405,2,0,0,0,0,1,0
57,37,57.669814022081844,92025,2,0.6389014473348094,3,0,0,0,0,0,0
55,35,172.32704086859925,95054,2,1.1462021767605401,1,0,1,0,0,0,0
51,12,41.61354766078063,94430,4,-0.0,1,0,0,0,0,0,0
43,7,32.24319596533471,90147,3,2.047420689402567,1,0,1,0,0,0,0
52,12,83.5139966276125,95203,3,3.1028934046189693,1,0,0,0,0,0,0
28,23,63.39406477700799,93985,1,-0.0,3,0,0,0,0,0,0
33,17,62.42937393269256,89896,4,0.009890554043750832,1,0,0,0,0,1,0
47,30,80.59420832191847,95653,3,3.0318036440267484,2,0,0,0,0,0,0
57,30,145.24656210559,91337,1,0.21227812440267257,3,0,1,0,0,0,1
47,23,62.91059026121843,94184,1,1.876195581537755,1,0,0,0,0,0,0
40,29,28.424936521615503,94393,3,0.5228910701044558,2,0,0,0,0,0,0
26,4,31.92493786590937,95509,3,1.896639332076385,1,172,1,1,0,1,0
42,41,79.22147113329362,92009,4,3.3390995425065935,1,0,0,0,0,1,0
63,33,109.29394087318366,93967,1,1.8910510135250878,1,0,0,0,0,0,0
53,29,52.03342030046042,92081,4,2.4744736127230493,2,171,0,0,0,0,0
28,26,21.996432674738994,94630,3,0.19511381820085538,3,0,0,0,0,1,0
41,26,35.99743850800099,90004,3,2.840371015861493,3,0,0,0,0,1,0
61,37,55.64268437300756,92160,3,1.7419212612210102,3,173,0,0,0,1,0
50,32,33.89528811776935,91935,3,2.2346430140529865,1,178,1,1,1,1,0
54,31,31.372135730475897,94500,1,1.441006076786154,1,0,0,0,0,1,0
53,32,8.353122338144502,90923,2,0.049469806598119614,1,0,1,0,0,0,0
34,18,138.40975869679755,94108,1,0.5128623530062719,1,0,0,0,0,0,1
46,13,22.337802865531067,90462,1,0.18088736124674698,3,0,1,0,0,1,0
45,8,23.548290092048482,94716,3,0.9847277907873067,3,0,0,1,0,1,0
29,4,65.67711477885213,95946,3,0.5073537853741896,3,160,0,0,0,0,0
46,21,14.626356837107128,94199,3,0.09856189295123108,2,0,1,0,0,1,1
29,9,73.86438099241253,95422,3,2.1785071324067764,1,132,0,0,0,0,0
26,22,52.32868675683385,91537,4,1.8595087070747418,2,0,0,0,0,0,0
56,34,117.5546897487482,92169,1,2.7318888213591133,2,0,0,1,0,1,1
54,37,71.4969395995662,95279,2,1.9429570409327703,1,0,0,1,0,0,0
30,5,50.22422014407165,93216,3,2.5896929521014385,3,192,0,1,0,0,0
52,40,17.96630155675993,93687,4,0.828298605917954,2,0,0,0,0,0,0
19,33,20.186446204677853,91792,1,0.3374418686036216,3,0,0,0,0,1,0
25,18,197.62142404227578,93424,1,6.019751240675056,1,464,0,0,0,0,0
31,3,38.09419082930034,90936,1,1.2627280501216043,1,170,0,1,0,1,0
38,24,75.59019632421159,94010,1,1.3567383256735073,1,0,1,0,0,1,0
56,27,144.31922453357151,94185,1,0.1616909328183369,1,0,0,1,0,1,0
48,14,17.42573142214686,95262,2,0.23954071324113246,3,105,0,0,0,1,0
53,10,23.190764496845496,94150,4,0.33282272804795254,1,168,0,0,0,1,0
37,5,90.09712947852152,94609,1,1.4464957685317028,1,0,0,0,0,0,0
38,16,65.53771442229167,95785,4,0.7254664953369161,3,117,0,0,0,1,0
46,21,19.96142980253221,94276,3,0.4207841414516704,2,82,0,0,0,1,0
31,29,5.641741485611462,94148,4,0.26632531401279946,1,0,0,0,0,0,0
52,35,17.30782733211713,91892,2,2.2040841871954404,1,0,0,0,0,1,0
31,4,37.511055149093146,94133,1,1.4843111538520075,3,0,1,1,1,1,0
38,23,126.95286845875054,94703,1,2.7766370266719296,1,0,0,0,0,0,0
54,34,112.03907658074199,90126,3,2.4010124883809443,3,0,0,0,0,0,0
54,19,46.068005893971964,94180,3,2.2407372566601222,3,0,0,0,0,0,0
55,32,34.20269794884502,93869,3,0.9145895325841544,2,0,0,0,0,1,0
24,10,40.99550816596831,94414,1,2.403554432469895,1,0,0,0,0,1,0
63,12,55.46042631257325,92189,3,2.325849063458831,3,105,1,0,0,0,0
41,31,152.22100291636383,91969,3,2.0647367506665866,3,595,0,1,1,1,1
48,14,82.8454568199078,90045,1,0.21006905753382177,1,89,0,0,0,0,0
45,19,137.77568215149827,90311,3,0.08895098590642525,2,189,0,0,0,1,0
32,15,101.04875291777327,94654,1,2.3767364503306427,3,145,1,0,0,1,0
53,29,171.6829147271237,90101,3,6.246642059016149,3,0,1,0,1,1,1
59,41,77.24963601595772,94424,4,0.27105436643150704,1,0,1,0,0,0,0
58,41,20.902778371351225,91077,3,3.1780898516149536,3,91,0,1,0,0,0
57,41,41.73080655422615,95711,3,1.7342552090783854,3,134,1,0,0,1,0
32,21,5.491505233885881,94382,2,0.3244981130316549,3,99,0,0,0,0,0
64,32,72.64443133919723,91542,2,2.83422409654881,3,0,0,0,0,0,0
25,2,39.9180346756375,92230,4,1.3155000073103418,3,0,0,0,0,1,0
48,26,110.83476088027683,92081,4,2.2440607065949023,3,0,0,0,0,0,0
58,36,67.5586735897708,94493,4,0.04142184420024719,2,0,0,0,0,0,0
55,24,37.70745395040462,94466,4,1.1775401023227143,3,0,0,0,0,0,0
48,6,81.84982568083002,92184,3,1.5764573838951543,1,0,0,1,0,1,0
60,30,24.788790716466703,91278,3,0.6924755241770961,3,117,0,0,0,0,0
36,21,181.1726265831164,89995,1,3.852674202007787,1,446,0,0,0,1,1
55,5,37.01774786199815,91433,3,2.9893248564252413,3,141,0,0,0,0,0
27,5,13.420967994564688,91315,1,0.6535357918703295,1,146,0,0,0,0,0
55,34,39.98147805281783,91385,3,1.0320709507060384,2,96,1,0,0,1,0
23,29,56.803795437407366,94799,3,2.8473748138035835,1,109,0,0,0,1,0
58,19,182.24619702282035,91977,3,2.5399893682414674,2,0,0,0,0,0,1
