Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,CreditCard,Securities Account,CD Account,Online,Personal Loan
34,20,44.55750302111932,94760,3,1.3790995030498516,3,0,1,0,0,0,0
58,15,29.017385269943084,91737,3,0.7776413475569912,1,105,1,0,0,1,0
43,26,69.57188750542832,91834,3,1.7800833721490075,2,0,0,1,0,0,0
34,4,31.36313705369777,90978,4,0.16729084648356074,1,0,1,0,0,0,0
59,9,54.83495927682239,94228,3,1.4713547524518615,2,0,1,0,0,0,0
35,16,136.0594957078261,94683,1,2.1435782385571405,1,0,0,1,0,0,0
49,10,74.36444454973413,95486,2,1.8246782784820184,1,253,0,0,0,0,1
55,30,97.97587750577017,91978,3,2.0902808466884264,3,0,0,0,0,0,0
27,11,77.61694072458218,91466,1,1.7970297167440665,1,0,1,0,1,1,0
37,27,10.45417258106106,94112,2,2.4405280606699495,1,0,0,0,0,0,0
40,7,131.2934587476526,92145,3,2.1550801145034573,1,0,0,1,0,1,1
31,24,73.18581936589311,94707,1,4.170871195867087,1,0,1,0,0,0,0
34,26,37.6465407459955,92172,4,0.1608324543541415,1,0,0,0,0,1,0
52,13,8.868437442823122,90992,1,0.23485280956282062,3,119,0,0,0,1,0
32,8,82.01406928820475,94360,1,0.24272510980924022,3,178,0,0,0,0,0
57,36,23.883100407085518,94565,2,1.213907897242247,3,0,0,0,0,1,0
60,40,137.16959195297363,92065,3,2.284231764815461,3,252,1,0,1,1,1
56,35,58.454243478154815,94635,4,1.8561253892048928,3,0,0,0,0,0,0
27,3,41.0624328380421,94435,1,0.21678437355368874,1,0,0,0,0,0,0
31,30,31.436014945615042,93872,2,0.2558387633146757,1,0,0,0,0,0,0
20,6,133.7547410351574,91657,1,1.7342631628671326,1,0,0,0,0,1,0
55,34,28.085920015849688,94209,3,-0.0,1,148,1,0,0,1,0
38,9,103.93400973430903,92145,4,2.1783763674152725,3,163,0,0,0,0,0
54,9,70.25040380197541,94407,4,1.2809700827281327,3,0,0,0,0,1,0
26,23,27.514486185834794,95085,4,1.7427590278868301,2,107,0,0,0,1,0
44,3,108.56623791276002,94290,1,5.401025054777591,1,0,0,0,0,0,1
41,27,70.29502831722219,91358,1,0.2089461762909699,1,103,1,1,0,1,0
58,34,111.21032956597406,91953,1,5.459697192810043,1,366,1,1,1,1,1
50,15,72.39233433252113,95604,3,2.2933619530076617,2,0,0,0,0,0,0
42,27,32.11968348291043,94304,1,4.571166057266951,1,0,1,0,0,1,0
48,11,5.031330699338859,91877,4,0.11132003553607883,2,0,0,0,0,0,0
43,27,125.91482732093442,89745,1,1.9106314915105598,1,316,0,0,0,1,0
58,35,76.1956884107151,94135,2,1.3387931002703355,1,0,1,1,0,0,0
58,28,48.97152372104151,92063,3,2.8883737013118918,3,0,0,0,0,1,0
54,37,91.12930256438554,94918,1,2.60989083839298,1,0,0,0,0,1,0
59,37,43.43397394111026,94194,1,0.11583457270618602,3,0,1,0,0,1,0
54,31,23.90164233811452,90128,3,0.5471955378134081,1,0,0,0,0,1,0
28,22,80.96442158393323,92003,1,2.3202334448710547,1,0,0,0,0,1,0
43,27,120.62511860192596,94918,2,0.2591490430309802,1,93,0,1,0,1,0
50,23,36.9208754751831,94761,2,1.2802306051300931,1,0,0,1,0,0,0
42,24,14.6021143524283,91877,1,0.31614500295394654,3,107,0,0,0,0,0
58,26,22.00147578640897,95098,1,0.2538616317131681,1,103,1,0,0,1,0
56,23,38.772672886096544,94080,3,2.6054111241563054,1,0,1,1,1,1,0
58,31,61.544512502020126,91671,1,1.3664168278153648,1,0,1,1,0,1,0
44,19,131.05480550195483,94404,2,2.5750486884787613,2,84,0,0,0,1,0
57,8,41.27920920435448,92121,3,2.737282119004834,1,0,0,1,0,1,0
54,37,192.25404655730077,92269,3,2.9983525687103567,3,328,0,1,0,1,1
58,36,45.74073788720423,94238,4,0.4983744490923425,3,115,1,0,0,0,0
51,30,24.94031859123505,94901,1,0.7517593424661411,1,0,0,0,0,1,0
56,30,24.478453765840175,90061,1,3.369319842291059,2,0,0,0,0,0,1
41,23,33.16253673699009,92105,1,1.301638298846834,1,0,0,0,0,1,0
25,4,129.36779779131257,95138,1,1.5213721136382334,1,0,0,0,0,1,0
39,23,181.39722111054715,94438,2,5.608990497880589,1,0,0,0,0,0,0
55,29,78.08950201232923,92844,1,1.6600569534286969,3,171,0,0,0,1,0
56,31,38.16210616357547,91433,3,0.715561539546909,2,0,1,0,0,0,0
56,35,8.35542772537972,94911,4,0.10665370427207965,3,104,1,0,0,1,0
45,11,93.73034369043538,91049,1,1.4742871742874657,2,163,1,0,0,1,0
54,23,17.23211394966125,91228,1,2.1966633515696983,1,105,1,0,0,1,0
54,19,45.61776492284403,90071,4,-0.0,3,0,0,0,0,0,0
56,42,3.7582758855616873,90225,3,0.06562755658774555,3,108,0,0,0,1,0
25,19,87.98260968440269,93870,1,0.3124648868595048,1,0,0,0,0,0,0
